symboling,normalized_losses,wheel_base,length,width,height,curb_weight,engine_size,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,fuel_type_gas,aspiration_turbo,num_doors_two,body_style_hardtop,body_style_hatchback,body_style_sedan,body_style_wagon,drive_wheels_fwd,drive_wheels_rwd,engine_location_rear,engine_type_dohcv,engine_type_l,engine_type_ohc,engine_type_ohcf,engine_type_ohcv,engine_type_rotor,num_cylinders_five,num_cylinders_four,num_cylinders_six,num_cylinders_three,num_cylinders_twelve,num_cylinders_two,fuel_system_2bbl,fuel_system_4bbl,fuel_system_idi,fuel_system_mfi,fuel_system_mpfi,fuel_system_spdi,fuel_system_spfi
1.7434704321932961,-0.17650338540902072,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,0.1601961518061398,0.5204891548314164,-1.8413452492372842,-0.2883489098618655,0.22851829476460322,-0.26498273974059505,-0.6493211079179606,-0.5521425377901082,0.1187303493405408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.7434704321932961,-0.17650338540902072,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,0.1601961518061398,0.5204891548314164,-1.8413452492372842,-0.2883489098618655,0.22851829476460322,-0.26498273974059505,-0.6493211079179606,-0.5521425377901082,0.5751504421492741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.13350899705984703,-0.17650338540902072,-0.7085958764076113,-0.23151304680543727,-0.19056612143668694,-0.5435274761218468,0.5148819161377617,0.8093288064743263,-2.403313086755383,0.683683227595725,-0.2883489098618655,1.440545231196599,-0.26498273974059505,-0.9581629341898447,-0.7021613850359296,0.5751504421492741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.9384897146265716,1.3679012369199122,0.17369775150537034,0.2072559016856128,0.1365419937088248,0.23594215550355344,-0.4207974451785447,-0.45943047310440177,-0.5157951839588424,0.45994652711684986,-0.035972825318776304,-0.025161761697907518,0.7857225145499663,-0.18605836851013471,-0.10208599605264418,0.18783888252788644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.9384897146265716,1.3679012369199122,0.1071095531723165,0.2072559016856128,0.23000145517897197,0.23594215550355344,0.5168071823133096,0.33723233035200884,-0.5157951839588424,0.45994652711684986,-0.5407249944049548,0.3412649865257191,0.7857225145499663,-1.1125838473257865,-1.3022367740192151,0.7194429839690069,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.9384897146265716,-0.17650338540902072,0.17369775150537034,0.26413335797149096,0.18327172444389506,-0.2563544539440664,-0.0935021953353923,0.33723233035200884,-0.5157951839588424,0.45994652711684986,-0.41453695213341013,0.20033162182432426,0.7857225145499663,-0.9581629341898447,-0.852180232281751,0.38529183449173116,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.13350899705984703,1.1787904668388183,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.5553125058242687,0.33723233035200884,-0.5157951839588424,0.45994652711684986,-0.41453695213341013,0.20033162182432426,0.7857225145499663,-0.9581629341898447,-0.852180232281751,0.7589335743617758,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.13350899705984703,-0.17650338540902072,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.7670917851345438,0.33723233035200884,-0.5157951839588424,0.45994652711684986,-0.41453695213341013,0.20033162182432426,0.7857225145499663,-0.9581629341898447,-0.852180232281751,0.9427167065742773,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.13350899705984703,1.1787904668388183,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8923376347670494,1.021226920306874,0.18970218156378466,-0.7378561136996122,0.45994652711684986,-0.4650121690420278,1.0459318100326935,0.7857225145499663,-1.2670047604617285,-1.6022744685108579,1.6953162273287778,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-0.6714717205068775,-0.17650338540902072,0.12375660275557937,0.3372615160533307,0.9309474162050657,-0.7076263459377201,0.9576931365137914,0.18970218156378466,-0.7378561136996122,0.45994652711684986,-0.7931010789480439,1.6096652688382729,0.7857225145499663,-1.4214256735976705,-1.3022367740192151,-0.3673076862627692,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
